2023-01-21 07:15:42.047 1007:link-prediction        DEBUG  main message
2023-01-21 07:16:54.584 421:link-prediction        INFO   idx: s843005865_main
2023-01-21 07:16:54.584 422:link-prediction        INFO   label: 1
2023-01-21 07:16:54.584 423:link-prediction        INFO   input_tokens_1: ['fig', '_=', '_1']
2023-01-21 07:16:54.584 431:link-prediction        INFO   input_ids_1: 121 124, [[121, 123], [121, 123]]
2023-01-21 07:16:54.585 438:link-prediction        INFO   input_tokens_reverse_1: Ġfig Ġ= Ġ1
2023-01-21 07:16:54.585 448:link-prediction        INFO   input_tokens_2: ['count', '_=', '_i', '_+', '_1']
2023-01-21 07:16:54.585 456:link-prediction        INFO   input_ids_2: 125 130, [[121, 123], [121, 123]]
2023-01-21 07:16:54.585 463:link-prediction        INFO   input_tokens_reverse_2: Ġcount Ġ= Ġi Ġ+ Ġ1
2023-01-21 07:16:54.585 420:link-prediction        INFO   *** Example ***
2023-01-21 07:16:54.585 421:link-prediction        INFO   idx: s500322318_nextArrayLongsNM
2023-01-21 07:16:54.585 422:link-prediction        INFO   label: 0
2023-01-21 07:16:54.585 423:link-prediction        INFO   input_tokens_1: ['int', '_N']
2023-01-21 07:16:54.585 431:link-prediction        INFO   input_ids_1: 16 18, [[16, 17], [16, 17]]
2023-01-21 07:16:54.585 438:link-prediction        INFO   input_tokens_reverse_1: Ġint ĠN
2023-01-21 07:16:54.585 448:link-prediction        INFO   input_tokens_2: ['i', '_=', '_0']
2023-01-21 07:16:54.586 456:link-prediction        INFO   input_ids_2: 48 51, [[16, 17], [16, 17]]
2023-01-21 07:16:54.586 463:link-prediction        INFO   input_tokens_reverse_2: Ġi Ġ= Ġ0
2023-01-21 07:16:54.586 420:link-prediction        INFO   *** Example ***
2023-01-21 07:16:54.586 421:link-prediction        INFO   idx: s080014441_main
2023-01-21 07:16:54.586 422:link-prediction        INFO   label: 1
2023-01-21 07:16:54.586 423:link-prediction        INFO   input_tokens_1: ['i', '_<', '_str', 'In', '.', 'length', '()']
2023-01-21 07:16:54.586 431:link-prediction        INFO   input_ids_1: 55 63, [[55, 56], [55, 56]]
2023-01-21 07:16:54.586 438:link-prediction        INFO   input_tokens_reverse_1: Ġi Ġ< Ġstr In Ġ. Ġlength Ġ( Ġ)
2023-01-21 07:16:54.586 448:link-prediction        INFO   input_tokens_2: ['str', 'In', '.', 'length', '()']
2023-01-21 07:16:54.586 456:link-prediction        INFO   input_ids_2: 57 63, [[55, 56], [55, 56]]
2023-01-21 07:16:54.586 463:link-prediction        INFO   input_tokens_reverse_2: Ġstr In Ġ. Ġlength Ġ( Ġ)
2023-01-21 07:16:54.587 420:link-prediction        INFO   *** Example ***
2023-01-21 07:16:54.587 421:link-prediction        INFO   idx: s174406381_nextDouble
2023-01-21 07:16:54.587 422:link-prediction        INFO   label: 1
2023-01-21 07:16:54.587 423:link-prediction        INFO   input_tokens_1: ['c', '_=', '_read', '()']
2023-01-21 07:16:54.587 431:link-prediction        INFO   input_ids_1: 25 30, [[25, 29], [25, 29]]
2023-01-21 07:16:54.587 438:link-prediction        INFO   input_tokens_reverse_1: Ġc Ġ= Ġread Ġ( Ġ)
2023-01-21 07:16:54.587 448:link-prediction        INFO   input_tokens_2: ['c', '_-', "_'", '0', "'"]
2023-01-21 07:16:54.587 456:link-prediction        INFO   input_ids_2: 139 144, [[25, 29], [25, 29]]
2023-01-21 07:16:54.587 463:link-prediction        INFO   input_tokens_reverse_2: Ġc Ġ- Ġ' 0 '
2023-01-21 07:16:54.587 420:link-prediction        INFO   *** Example ***
2023-01-21 07:16:54.587 421:link-prediction        INFO   idx: s230671883_shuffle
2023-01-21 07:16:54.587 422:link-prediction        INFO   label: 1
2023-01-21 07:16:54.588 423:link-prediction        INFO   input_tokens_1: ['a', '[', 'r', ']']
2023-01-21 07:16:54.588 431:link-prediction        INFO   input_ids_1: 75 79, [[75, 78], [75, 78]]
2023-01-21 07:16:54.588 438:link-prediction        INFO   input_tokens_reverse_1: Ġa Ġ[ Ġr Ġ]
2023-01-21 07:16:54.588 448:link-prediction        INFO   input_tokens_2: ['i', '_<', '_n']
2023-01-21 07:16:54.588 456:link-prediction        INFO   input_ids_2: 27 30, [[75, 78], [75, 78]]
2023-01-21 07:16:54.588 463:link-prediction        INFO   input_tokens_reverse_2: Ġi Ġ< Ġn
2023-01-21 07:16:54.588 420:link-prediction        INFO   *** Example ***
2023-01-21 07:16:54.588 421:link-prediction        INFO   idx: s032249017_solve
2023-01-21 07:16:54.588 422:link-prediction        INFO   label: 1
2023-01-21 07:16:54.588 423:link-prediction        INFO   input_tokens_1: ['a', '[', 'i', ']', '_=', '_in', '.', 'read', 'Int', '()']
2023-01-21 07:16:54.588 431:link-prediction        INFO   input_ids_1: 57 68, [[61, 67], [61, 67]]
2023-01-21 07:16:54.588 438:link-prediction        INFO   input_tokens_reverse_1: Ġa Ġ[ Ġi Ġ] Ġ= Ġin Ġ. Ġread Int Ġ( Ġ)
2023-01-21 07:16:54.589 448:link-prediction        INFO   input_tokens_2: ['a', '[', 'i', ']']
2023-01-21 07:16:54.589 456:link-prediction        INFO   input_ids_2: 57 61, [[61, 67], [61, 67]]
2023-01-21 07:16:54.589 463:link-prediction        INFO   input_tokens_reverse_2: Ġa Ġ[ Ġi Ġ]
2023-01-21 07:16:54.589 420:link-prediction        INFO   *** Example ***
2023-01-21 07:16:54.589 421:link-prediction        INFO   idx: s913080375_update
2023-01-21 07:16:54.589 422:link-prediction        INFO   label: 1
2023-01-21 07:16:54.589 423:link-prediction        INFO   input_tokens_1: ['wa']
2023-01-21 07:16:54.589 431:link-prediction        INFO   input_ids_1: 46 47, [[46, 46], [46, 46]]
2023-01-21 07:16:54.589 438:link-prediction        INFO   input_tokens_reverse_1: Ġwa
2023-01-21 07:16:54.589 448:link-prediction        INFO   input_tokens_2: ['m']
2023-01-21 07:16:54.589 456:link-prediction        INFO   input_ids_2: 16 17, [[46, 46], [46, 46]]
2023-01-21 07:16:54.590 463:link-prediction        INFO   input_tokens_reverse_2: Ġm
2023-01-21 07:16:54.590 420:link-prediction        INFO   *** Example ***
2023-01-21 07:16:54.590 421:link-prediction        INFO   idx: s170241413_ll
2023-01-21 07:16:54.590 422:link-prediction        INFO   label: 0
2023-01-21 07:16:54.590 423:link-prediction        INFO   input_tokens_1: ['j']
2023-01-21 07:16:54.590 431:link-prediction        INFO   input_ids_1: 44 45, [[44, 44], [44, 44]]
2023-01-21 07:16:54.590 438:link-prediction        INFO   input_tokens_reverse_1: Ġj
2023-01-21 07:16:54.590 448:link-prediction        INFO   input_tokens_2: ['ss', '[', 'j', ']']
2023-01-21 07:16:54.590 456:link-prediction        INFO   input_ids_2: 57 61, [[44, 44], [44, 44]]
2023-01-21 07:16:54.590 463:link-prediction        INFO   input_tokens_reverse_2: Ġss Ġ[ Ġj Ġ]
2023-01-21 07:16:54.590 420:link-prediction        INFO   *** Example ***
2023-01-21 07:16:54.590 421:link-prediction        INFO   idx: s298263382_main
2023-01-21 07:16:54.590 422:link-prediction        INFO   label: 1
2023-01-21 07:16:54.591 423:link-prediction        INFO   input_tokens_1: ['c', '[', '0', ']', '_==', '_c', '[', '2', ']', '_&&', '_c', '[', '1', ']', '_==', '_c', '[', '3', ']', '_&&', '_c', '[', '0', ']', '_!=', '_c', '[', '1', ']']
2023-01-21 07:16:54.591 431:link-prediction        INFO   input_ids_1: 169 198, [[169, 197], [169, 197]]
2023-01-21 07:16:54.591 438:link-prediction        INFO   input_tokens_reverse_1: Ġc Ġ[ Ġ0 Ġ] Ġ== Ġc Ġ[ Ġ2 Ġ] Ġ&& Ġc Ġ[ Ġ1 Ġ] Ġ== Ġc Ġ[ Ġ3 Ġ] Ġ&& Ġc Ġ[ Ġ0 Ġ] Ġ!= Ġc Ġ[ Ġ1 Ġ]
2023-01-21 07:16:54.591 448:link-prediction        INFO   input_tokens_2: ['c', '[', '3', ']']
2023-01-21 07:16:54.591 456:link-prediction        INFO   input_ids_2: 138 142, [[169, 197], [169, 197]]
2023-01-21 07:16:54.591 463:link-prediction        INFO   input_tokens_reverse_2: Ġc Ġ[ Ġ3 Ġ]
2023-01-21 07:16:54.591 420:link-prediction        INFO   *** Example ***
2023-01-21 07:16:54.591 421:link-prediction        INFO   idx: s856388125_main
2023-01-21 07:16:54.591 422:link-prediction        INFO   label: 0
2023-01-21 07:16:54.591 423:link-prediction        INFO   input_tokens_1: ['arr']
2023-01-21 07:16:54.592 431:link-prediction        INFO   input_ids_1: 39 40, [[39, 39], [39, 39]]
2023-01-21 07:16:54.592 438:link-prediction        INFO   input_tokens_reverse_1: Ġarr
2023-01-21 07:16:54.592 448:link-prediction        INFO   input_tokens_2: ['String', '[]', '_args']
2023-01-21 07:16:54.592 456:link-prediction        INFO   input_ids_2: 7 11, [[39, 39], [39, 39]]
2023-01-21 07:16:54.592 463:link-prediction        INFO   input_tokens_reverse_2: ĠString Ġ[ Ġ] Ġargs
2023-01-21 07:16:54.592 420:link-prediction        INFO   *** Example ***
2023-01-21 07:16:54.592 421:link-prediction        INFO   idx: s864940284_nextLong
2023-01-21 07:16:54.592 422:link-prediction        INFO   label: 0
2023-01-21 07:16:54.592 423:link-prediction        INFO   input_tokens_1: ['c']
2023-01-21 07:16:54.592 431:link-prediction        INFO   input_ids_1: 105 106, [[105, 105], [105, 105]]
2023-01-21 07:16:54.592 438:link-prediction        INFO   input_tokens_reverse_1: Ġc
2023-01-21 07:16:54.592 448:link-prediction        INFO   input_tokens_2: ['val', '_<<', '_3']
2023-01-21 07:16:54.593 456:link-prediction        INFO   input_ids_2: 93 96, [[105, 105], [105, 105]]
2023-01-21 07:16:54.593 463:link-prediction        INFO   input_tokens_reverse_2: Ġval Ġ<< Ġ3
2023-01-21 07:16:54.593 420:link-prediction        INFO   *** Example ***
2023-01-21 07:16:54.593 421:link-prediction        INFO   idx: s688215538_solve
2023-01-21 07:16:54.593 422:link-prediction        INFO   label: 1
2023-01-21 07:16:54.593 423:link-prediction        INFO   input_tokens_1: ['c', '_-', "_'", 'A', "'"]
2023-01-21 07:16:54.593 431:link-prediction        INFO   input_ids_1: 89 94, [[89, 93], [89, 93]]
2023-01-21 07:16:54.593 438:link-prediction        INFO   input_tokens_reverse_1: Ġc Ġ- Ġ' A '
2023-01-21 07:16:54.593 448:link-prediction        INFO   input_tokens_2: ['s', '.', 'char', 'At', '(', 'i', ')']
2023-01-21 07:16:54.593 456:link-prediction        INFO   input_ids_2: 74 81, [[89, 93], [89, 93]]
2023-01-21 07:16:54.593 463:link-prediction        INFO   input_tokens_reverse_2: Ġs Ġ. Ġchar At Ġ( Ġi Ġ)
2023-01-21 07:16:54.594 420:link-prediction        INFO   *** Example ***
2023-01-21 07:16:54.594 421:link-prediction        INFO   idx: s911696320_main
2023-01-21 07:16:54.594 422:link-prediction        INFO   label: 1
2023-01-21 07:16:54.594 423:link-prediction        INFO   input_tokens_1: ['System', '.', 'out']
2023-01-21 07:16:54.594 431:link-prediction        INFO   input_ids_1: 70 73, [[70, 72], [70, 72]]
2023-01-21 07:16:54.594 438:link-prediction        INFO   input_tokens_reverse_1: ĠSystem Ġ. Ġout
2023-01-21 07:16:54.594 448:link-prediction        INFO   input_tokens_2: ['System', '.', 'out', '.', 'println', '(-', '1', ')']
2023-01-21 07:16:54.594 456:link-prediction        INFO   input_ids_2: 57 66, [[70, 72], [70, 72]]
2023-01-21 07:16:54.594 463:link-prediction        INFO   input_tokens_reverse_2: ĠSystem Ġ. Ġout Ġ. Ġprintln Ġ( Ġ- Ġ1 Ġ)
2023-01-21 07:16:54.594 420:link-prediction        INFO   *** Example ***
2023-01-21 07:16:54.594 421:link-prediction        INFO   idx: s988608818_main
2023-01-21 07:16:54.594 422:link-prediction        INFO   label: 0
2023-01-21 07:16:54.595 423:link-prediction        INFO   input_tokens_1: ['0']
2023-01-21 07:16:54.595 431:link-prediction        INFO   input_ids_1: 80 81, [[80, 80], [80, 80]]
2023-01-21 07:16:54.595 438:link-prediction        INFO   input_tokens_reverse_1: Ġ0
2023-01-21 07:16:54.595 448:link-prediction        INFO   input_tokens_2: ['onel', 'ast']
2023-01-21 07:16:54.595 456:link-prediction        INFO   input_ids_2: 61 64, [[80, 80], [80, 80]]
2023-01-21 07:16:54.595 463:link-prediction        INFO   input_tokens_reverse_2: Ġon el ast
2023-01-21 07:16:54.595 420:link-prediction        INFO   *** Example ***
2023-01-21 07:16:54.595 421:link-prediction        INFO   idx: s703142686_nextLine
2023-01-21 07:16:54.595 422:link-prediction        INFO   label: 1
2023-01-21 07:16:54.595 423:link-prediction        INFO   input_tokens_1: ['s', 'next', '()']
2023-01-21 07:16:54.595 431:link-prediction        INFO   input_ids_1: 28 32, [[28, 31], [28, 31]]
2023-01-21 07:16:54.595 438:link-prediction        INFO   input_tokens_reverse_1: Ġsne xt Ġ( Ġ)
2023-01-21 07:16:54.596 448:link-prediction        INFO   input_tokens_2: ['c', '_=', '_sne', 'xt', '()']
2023-01-21 07:16:54.596 456:link-prediction        INFO   input_ids_2: 26 32, [[28, 31], [28, 31]]
2023-01-21 07:16:54.596 463:link-prediction        INFO   input_tokens_reverse_2: Ġc Ġ= Ġsne xt Ġ( Ġ)
2023-01-21 07:16:54.596 420:link-prediction        INFO   *** Example ***
2023-01-21 07:16:54.596 421:link-prediction        INFO   idx: s116660511_main
2023-01-21 07:16:54.596 422:link-prediction        INFO   label: 0
2023-01-21 07:16:54.596 423:link-prediction        INFO   input_tokens_1: ['Array', '[', 'n', '_-', '_1', ']']
2023-01-21 07:16:54.596 431:link-prediction        INFO   input_ids_1: 81 87, [[81, 86], [81, 86]]
2023-01-21 07:16:54.596 438:link-prediction        INFO   input_tokens_reverse_1: ĠArray Ġ[ Ġn Ġ- Ġ1 Ġ]
2023-01-21 07:16:54.596 448:link-prediction        INFO   input_tokens_2: ['System']
2023-01-21 07:16:54.596 456:link-prediction        INFO   input_ids_2: 21 22, [[81, 86], [81, 86]]
2023-01-21 07:16:54.597 463:link-prediction        INFO   input_tokens_reverse_2: ĠSystem
2023-01-21 07:16:54.597 420:link-prediction        INFO   *** Example ***
2023-01-21 07:16:54.597 421:link-prediction        INFO   idx: s975045471_main
2023-01-21 07:16:54.597 422:link-prediction        INFO   label: 0
2023-01-21 07:16:54.597 423:link-prediction        INFO   input_tokens_1: ['s']
2023-01-21 07:16:54.597 431:link-prediction        INFO   input_ids_1: 37 38, [[37, 37], [37, 37]]
2023-01-21 07:16:54.597 438:link-prediction        INFO   input_tokens_reverse_1: Ġs
2023-01-21 07:16:54.597 448:link-prediction        INFO   input_tokens_2: ['if', '_(', 's', '.', 'equ', 'als', '("', 'R', 'SS', '"))']
2023-01-21 07:16:54.597 456:link-prediction        INFO   input_ids_2: 127 139, [[37, 37], [37, 37]]
2023-01-21 07:16:54.597 463:link-prediction        INFO   input_tokens_reverse_2: Ġif Ġ( Ġs Ġ. Ġequals Ġ( Ġ" R SS " Ġ) Ġ)
2023-01-21 07:16:54.597 420:link-prediction        INFO   *** Example ***
2023-01-21 07:16:54.597 421:link-prediction        INFO   idx: s559744278_main
2023-01-21 07:16:54.597 422:link-prediction        INFO   label: 1
2023-01-21 07:16:54.598 423:link-prediction        INFO   input_tokens_1: ['A', '_+=', '_a']
2023-01-21 07:16:54.598 431:link-prediction        INFO   input_ids_1: 75 78, [[75, 77], [75, 77]]
2023-01-21 07:16:54.598 438:link-prediction        INFO   input_tokens_reverse_1: ĠA Ġ+= Ġa
2023-01-21 07:16:54.598 448:link-prediction        INFO   input_tokens_2: ['B', '_+=', '_b']
2023-01-21 07:16:54.598 456:link-prediction        INFO   input_ids_2: 101 104, [[75, 77], [75, 77]]
2023-01-21 07:16:54.598 463:link-prediction        INFO   input_tokens_reverse_2: ĠB Ġ+= Ġb
2023-01-21 07:16:54.598 420:link-prediction        INFO   *** Example ***
2023-01-21 07:16:54.598 421:link-prediction        INFO   idx: s746165454_doStuff
2023-01-21 07:16:54.598 422:link-prediction        INFO   label: 0
2023-01-21 07:16:54.598 423:link-prediction        INFO   input_tokens_1: ['c', '.', 'length', '_-', '_i']
2023-01-21 07:16:54.598 431:link-prediction        INFO   input_ids_1: 73 78, [[73, 77], [73, 77]]
2023-01-21 07:16:54.599 438:link-prediction        INFO   input_tokens_reverse_1: Ġc Ġ. Ġlength Ġ- Ġi
2023-01-21 07:16:54.599 448:link-prediction        INFO   input_tokens_2: ['System']
2023-01-21 07:16:54.599 456:link-prediction        INFO   input_ids_2: 94 95, [[73, 77], [73, 77]]
2023-01-21 07:16:54.599 463:link-prediction        INFO   input_tokens_reverse_2: ĠSystem
2023-01-21 07:16:54.599 420:link-prediction        INFO   *** Example ***
2023-01-21 07:16:54.599 421:link-prediction        INFO   idx: s881876898_main
2023-01-21 07:16:54.599 422:link-prediction        INFO   label: 0
2023-01-21 07:16:54.599 423:link-prediction        INFO   input_tokens_1: ['i', '_=', '_0']
2023-01-21 07:16:54.599 431:link-prediction        INFO   input_ids_1: 63 66, [[63, 65], [63, 65]]
2023-01-21 07:16:54.599 438:link-prediction        INFO   input_tokens_reverse_1: Ġi Ġ= Ġ0
2023-01-21 07:16:54.599 448:link-prediction        INFO   input_tokens_2: ['in']
2023-01-21 07:16:54.599 456:link-prediction        INFO   input_ids_2: 23 24, [[63, 65], [63, 65]]
2023-01-21 07:16:54.600 463:link-prediction        INFO   input_tokens_reverse_2: Ġin
2023-01-21 07:16:54.600 420:link-prediction        INFO   *** Example ***
2023-01-21 07:16:54.600 421:link-prediction        INFO   idx: s226490000_main
2023-01-21 07:16:54.600 422:link-prediction        INFO   label: 0
2023-01-21 07:16:54.600 423:link-prediction        INFO   input_tokens_1: ['b']
2023-01-21 07:16:54.600 431:link-prediction        INFO   input_ids_1: 66 67, [[66, 66], [66, 66]]
2023-01-21 07:16:54.600 438:link-prediction        INFO   input_tokens_reverse_1: Ġb
2023-01-21 07:16:54.600 448:link-prediction        INFO   input_tokens_2: ['a', '_=', '_in', '.', 'read', 'Int', '()']
2023-01-21 07:16:54.600 456:link-prediction        INFO   input_ids_2: 35 43, [[66, 66], [66, 66]]
2023-01-21 07:16:54.600 463:link-prediction        INFO   input_tokens_reverse_2: Ġa Ġ= Ġin Ġ. Ġread Int Ġ( Ġ)
2023-01-21 07:16:54.600 420:link-prediction        INFO   *** Example ***
2023-01-21 07:16:54.600 421:link-prediction        INFO   idx: s496704101_main
2023-01-21 07:16:54.600 422:link-prediction        INFO   label: 1
2023-01-21 07:16:54.601 423:link-prediction        INFO   input_tokens_1: ['i', '_<', '_s', '.', 'length', '()']
2023-01-21 07:16:54.601 431:link-prediction        INFO   input_ids_1: 134 141, [[134, 140], [134, 140]]
2023-01-21 07:16:54.601 438:link-prediction        INFO   input_tokens_reverse_1: Ġi Ġ< Ġs Ġ. Ġlength Ġ( Ġ)
2023-01-21 07:16:54.601 448:link-prediction        INFO   input_tokens_2: ['s', '.', 'char', 'At', '(', 'i', ')', '_!=', "_'", '0', "'"]
2023-01-21 07:16:54.601 456:link-prediction        INFO   input_ids_2: 178 189, [[134, 140], [134, 140]]
2023-01-21 07:16:54.601 463:link-prediction        INFO   input_tokens_reverse_2: Ġs Ġ. Ġchar At Ġ( Ġi Ġ) Ġ!= Ġ' 0 '
2023-01-21 07:16:54.601 420:link-prediction        INFO   *** Example ***
2023-01-21 07:16:54.601 421:link-prediction        INFO   idx: s766047369_main
2023-01-21 07:16:54.601 422:link-prediction        INFO   label: 0
2023-01-21 07:16:54.601 423:link-prediction        INFO   input_tokens_1: ['ab']
2023-01-21 07:16:54.601 431:link-prediction        INFO   input_ids_1: 138 139, [[138, 138], [138, 138]]
2023-01-21 07:16:54.602 438:link-prediction        INFO   input_tokens_reverse_1: Ġab
2023-01-21 07:16:54.602 448:link-prediction        INFO   input_tokens_2: ['sc']
2023-01-21 07:16:54.602 456:link-prediction        INFO   input_ids_2: 15 16, [[138, 138], [138, 138]]
2023-01-21 07:16:54.602 463:link-prediction        INFO   input_tokens_reverse_2: Ġsc
2023-01-21 07:16:54.602 420:link-prediction        INFO   *** Example ***
2023-01-21 07:16:54.602 421:link-prediction        INFO   idx: s866310383_main
2023-01-21 07:16:54.602 422:link-prediction        INFO   label: 0
2023-01-21 07:16:54.602 423:link-prediction        INFO   input_tokens_1: ['new', '_Scan', 'ner', '(', 'System', '.', 'in', ')']
2023-01-21 07:16:54.602 431:link-prediction        INFO   input_ids_1: 19 27, [[19, 26], [19, 26]]
2023-01-21 07:16:54.602 438:link-prediction        INFO   input_tokens_reverse_1: Ġnew ĠScan ner Ġ( ĠSystem Ġ. Ġin Ġ)
2023-01-21 07:16:54.602 448:link-prediction        INFO   input_tokens_2: ['N', '.', 'char', 'At', '(', 'i', ')']
2023-01-21 07:16:54.603 456:link-prediction        INFO   input_ids_2: 83 90, [[19, 26], [19, 26]]
